model1_name,model2_name,condition,answer_condition,average_score,std_score,num_tasks,tasks
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,sampling,without_answer,0.5611243003890628,0.13504130142502907,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_dapo,full_text,0.6935374296846843,0.17307170734933547,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_dapo,without_answer,0.6188795428900492,0.14871433067949555,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_nrr,full_text,0.5870346983273824,0.14693439648595416,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_nrr,without_answer,0.5907734936191922,0.13941023841015734,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_opent,full_text,0.6435579649039677,0.15623870028270628,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_opent,without_answer,0.6171027305580321,0.14517578196253192,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_oss,full_text,0.6920138427189418,0.16824824876856165,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_oss,without_answer,0.6168551584084829,0.1440130798481946,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_qwq,full_text,0.6470732754185087,0.1616389980796304,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,Qwen_QwQ-32B,transfer_qwq,without_answer,0.6200861178693318,0.15258744474852,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,default,full_text,0.5258025050163269,0.12554534772685474,21,"['cause_and_effect', 'larger_animal', 'num_to_verbal', 'orthography_starts_with', 'rhymes', 'synonyms', 'taxonomy_animal', 'translation_en-fr', 'reverse_from_middle', 'smallest_item_length', 'smallest_even_no_sqrt', 'most_vowel_return_consonant', 'detect_rhyme_and_rewrite', 'rank_by_protein', 'multi_lang_to_english', 'square_of_zodiac_animal', 'alternate_synonym_antonym', 'most_consonant_return_vowel', 'least_unique_word_count', 'first_word_alphabetically_return_reverse', 'summary']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,default,without_answer,0.5313642374106816,0.12542333715863668,21,"['cause_and_effect', 'larger_animal', 'num_to_verbal', 'orthography_starts_with', 'rhymes', 'synonyms', 'taxonomy_animal', 'translation_en-fr', 'reverse_from_middle', 'smallest_item_length', 'smallest_even_no_sqrt', 'most_vowel_return_consonant', 'detect_rhyme_and_rewrite', 'rank_by_protein', 'multi_lang_to_english', 'square_of_zodiac_animal', 'alternate_synonym_antonym', 'most_consonant_return_vowel', 'least_unique_word_count', 'first_word_alphabetically_return_reverse', 'summary']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,empty,full_text,0.5825834189142499,0.13717908370868462,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,ensemble_gen_qwq_dapo_eval_oss,full_text,0.5938720064503806,0.143240251921682,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,ensemble_gen_qwq_dapo_eval_oss,without_answer,0.5902485021523067,0.14001841841617857,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,ensemble_gen_qwq_opent_eval_oss,full_text,0.5950170721326555,0.14556116756775722,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,ensemble_gen_qwq_opent_eval_oss,without_answer,0.5917272885640462,0.14411372833266692,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,ensemble_gen_qwq_oss_eval_dapo,full_text,0.6183170846530369,0.15280017673533905,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,ensemble_gen_qwq_oss_eval_dapo,without_answer,0.5988228426093146,0.14494451583822066,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,sampling,full_text,0.5160358548164368,0.12343890250239725,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,sampling,without_answer,0.510781214918409,0.12055770145122491,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_dapo,full_text,0.6382059264750708,0.16042646758906515,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_dapo,without_answer,0.5838623543580373,0.1389739781038816,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_nrr,full_text,0.5645942259402502,0.13777009885057387,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_nrr,without_answer,0.5679392420110249,0.13556697800633558,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_opent,full_text,0.5790145039558411,0.1393806114867473,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_opent,without_answer,0.5806449037222635,0.1394907955443512,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_oss,full_text,0.6303064201559339,0.1510992093476526,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_oss,without_answer,0.5727136265663874,0.13610947536716475,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_qwq,full_text,0.5892785708109537,0.1575592076175013,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,nvidia_Nemotron-Research-Reasoning-Qwen-1.5B,transfer_qwq,without_answer,0.5750299206801823,0.13815591131386676,21,"['alternate_synonym_antonym', 'cause_and_effect', 'detect_rhyme_and_rewrite', 'first_word_alphabetically_return_reverse', 'larger_animal', 'least_unique_word_count', 'most_consonant_return_vowel', 'most_vowel_return_consonant', 'multi_lang_to_english', 'num_to_verbal', 'orthography_starts_with', 'rank_by_protein', 'reverse_from_middle', 'rhymes', 'smallest_even_no_sqrt', 'smallest_item_length', 'square_of_zodiac_animal', 'summary', 'synonyms', 'taxonomy_animal', 'translation_en-fr']"
BytedTsinghua-SIA_DAPO-Qwen-32B,open-thoughts_OpenThinker-7B,default,full_text,0.5634171034608568,0.13305618066253738,21,"['cause_and_effect', 'larger_animal', 'num_to_verbal', 'orthography_starts_with', 'rhymes', 'synonyms', 'taxonomy_animal', 'translation_en-fr', 'reverse_from_middle', 'smallest_item_length', 'smallest_even_no_sqrt', 'most_vowel_return_consonant', 'detect_rhyme_and_rewrite', 'rank_by_protein', 'multi_lang_to_english', 'square_of_zodiac_animal', 'alternate_synonym_antonym', 'most_consonant_return_vowel', 'least_unique_word_count', 'first_word_alphabetically_return_reverse', 'summary']"
